act,scene,character,dialogue,line_number
Act II,Scene I,Adriana,They can be meek that have no other cause.,307
Act II,Scene I,Adriana,"A wretched soul, bruised with adversity,",308
Act II,Scene I,Adriana,We bid be quiet when we hear it cry;,309
Act II,Scene I,Adriana,"But were we burdened with like weight of pain,",310
Act II,Scene I,Adriana,As much or more would we ourselves complain:,311
Act II,Scene I,Adriana,"So thou, that hast no unkind mate to grieve thee,",312
Act II,Scene I,Adriana,"With urging helpless patience wouldst relieve me,",313
Act II,Scene I,Adriana,"But, if thou live to see like right bereft,",314
Act II,Scene I,Adriana,This fool-begg'd patience in thee will be left.,315
Act II,Scene I,Luciana,"Well, I will marry one day, but to try.",316
Act II,Scene I,Luciana,Here comes your man; now is your husband nigh.,317
Act II,Scene I,[stage direction],Enter DROMIO of Ephesus,NA
Act II,Scene I,Adriana,"Say, is your tardy master now at hand?",318
Act II,Scene I,Dromio Of Ephesus,"Nay, he's at two hands with me, and that my two ears",319
Act II,Scene I,Dromio Of Ephesus,can witness.,320
Act II,Scene I,Adriana,"Say, didst thou speak with him? know'st thou his mind?",321
Act II,Scene I,Dromio Of Ephesus,"Ay, ay, he told his mind upon mine ear:",322
Act II,Scene I,Dromio Of Ephesus,"Beshrew his hand, I scarce could understand it.",323
Act II,Scene I,Luciana,"Spake he so doubtfully, thou couldst not feel his meaning?",324
Act II,Scene I,Dromio Of Ephesus,"Nay, he struck so plainly, I could too well feel his",325
Act II,Scene I,Dromio Of Ephesus,blows; and withal so doubtfully that I could scarce,326
Act II,Scene I,Dromio Of Ephesus,understand them.,327
Act II,Scene I,Adriana,"But say, I prithee, is he coming home? It seems he",328
Act II,Scene I,Adriana,hath great care to please his wife.,329
Act II,Scene I,Dromio Of Ephesus,"Why, mistress, sure my master is horn-mad.",330
Act II,Scene I,Adriana,"Horn-mad, thou villain!",331
Act II,Scene I,Dromio Of Ephesus,I mean not cuckold-mad;,332
Act II,Scene I,Dromio Of Ephesus,"But, sure, he is stark mad.",333
Act II,Scene I,Dromio Of Ephesus,"When I desired him to come home to dinner,",334
Act II,Scene I,Dromio Of Ephesus,He ask'd me for a thousand marks in gold:,335
Act II,Scene I,Dromio Of Ephesus,"''Tis dinner-time,' quoth I; 'My gold!' quoth he;",336
Act II,Scene I,Dromio Of Ephesus,"'Your meat doth burn,' quoth I; 'My gold!' quoth he:",337
Act II,Scene I,Dromio Of Ephesus,'Will you come home?' quoth I; 'My gold!' quoth he.,338
Act II,Scene I,Dromio Of Ephesus,"'Where is the thousand marks I gave thee, villain?'",339
Act II,Scene I,Dromio Of Ephesus,"'The pig,' quoth I, 'is burn'd;' 'My gold!' quoth he:",340
Act II,Scene I,Dromio Of Ephesus,"'My mistress, sir' quoth I; 'Hang up thy mistress!",341
Act II,Scene I,Dromio Of Ephesus,I know not thy mistress; out on thy mistress!',342
Act II,Scene I,Luciana,Quoth who?,343
Act II,Scene I,Dromio Of Ephesus,Quoth my master:,344
Act II,Scene I,Dromio Of Ephesus,"'I know,' quoth he, 'no house, no wife, no mistress.'",345
Act II,Scene I,Dromio Of Ephesus,"So that my errand, due unto my tongue,",346
Act II,Scene I,Dromio Of Ephesus,"I thank him, I bare home upon my shoulders;",347
Act II,Scene I,Dromio Of Ephesus,"For, in conclusion, he did beat me there.",348
Act II,Scene I,Adriana,"Go back again, thou slave, and fetch him home.",349
Act II,Scene I,Dromio Of Ephesus,"Go back again, and be new beaten home?",350
Act II,Scene I,Dromio Of Ephesus,"For God's sake, send some other messenger.",351
Act II,Scene I,Adriana,"Back, slave, or I will break thy pate across.",352
Act II,Scene I,Dromio Of Ephesus,And he will bless that cross with other beating:,353
Act II,Scene I,Dromio Of Ephesus,Between you I shall have a holy head.,354
Act II,Scene I,Adriana,"Hence, prating peasant! fetch thy master home.",355
Act II,Scene I,Dromio Of Ephesus,"Am I so round with you as you with me,",356
Act II,Scene I,Dromio Of Ephesus,That like a football you do spurn me thus?,357
Act II,Scene I,Dromio Of Ephesus,"You spurn me hence, and he will spurn me hither:",358
Act II,Scene I,Dromio Of Ephesus,"If I last in this service, you must case me in leather.",359
Act II,Scene I,[stage direction],Exit,NA
Act II,Scene I,Luciana,"Fie, how impatience loureth in your face!",360
Act II,Scene I,Adriana,"His company must do his minions grace,",361
Act II,Scene I,Adriana,Whilst I at home starve for a merry look.,362
Act II,Scene I,Adriana,Hath homely age the alluring beauty took,363
Act II,Scene I,Adriana,From my poor cheek? then he hath wasted it:,364
Act II,Scene I,Adriana,Are my discourses dull? barren my wit?,365
Act II,Scene I,Adriana,"If voluble and sharp discourse be marr'd,",366
Act II,Scene I,Adriana,Unkindness blunts it more than marble hard:,367
Act II,Scene I,Adriana,Do their gay vestments his affections bait?,368
Act II,Scene I,Adriana,That's not my fault: he's master of my state:,369
Act II,Scene I,Adriana,"What ruins are in me that can be found,",370
Act II,Scene I,Adriana,By him not ruin'd? then is he the ground,371
Act II,Scene I,Adriana,Of my defeatures. My decayed fair,372
Act II,Scene I,Adriana,A sunny look of his would soon repair,373
Act II,Scene I,Adriana,"But, too unruly deer, he breaks the pale",374
Act II,Scene I,Adriana,And feeds from home; poor I am but his stale.,375
Act II,Scene I,Luciana,"Self-harming jealousy! fie, beat it hence!",376
Act II,Scene I,Adriana,Unfeeling fools can with such wrongs dispense.,377
Act II,Scene I,Adriana,"I know his eye doth homage otherwhere,",378
Act II,Scene I,Adriana,Or else what lets it but he would be here?,379
Act II,Scene I,Adriana,"Sister, you know he promised me a chain;",380
Act II,Scene I,Adriana,"Would that alone, alone he would detain,",381
Act II,Scene I,Adriana,So he would keep fair quarter with his bed!,382
Act II,Scene I,Adriana,I see the jewel best enamelled,383
